ID,Status
ID_325,1
ID_326,2
ID_327,2
ID_328,2
ID_329,2
ID_330,2
ID_331,1
ID_332,1
ID_333,1
ID_334,2
ID_335,1
ID_336,1
ID_337,1
ID_338,1
ID_339,1
ID_340,1
ID_341,1
ID_342,1
ID_343,2
ID_344,1
ID_345,2
ID_346,1
ID_347,1
ID_348,1
ID_349,1
ID_350,2
ID_351,1
ID_352,1
ID_353,1
ID_354,1
ID_355,1
ID_356,2
ID_357,1
ID_358,1
ID_359,1
ID_360,2
ID_361,1
ID_362,2
ID_363,2
ID_364,2
ID_365,2
ID_366,2
ID_367,2
ID_368,2
ID_369,1
ID_370,1
ID_371,1
ID_372,2
ID_373,1
ID_374,2
ID_375,2
ID_376,1
ID_377,1
ID_378,2
ID_379,1
ID_380,2
ID_381,1
ID_382,1
ID_383,1
ID_384,2
ID_385,1
ID_386,1
ID_387,2
ID_388,1
ID_389,1
ID_390,1
ID_391,1
ID_392,1
ID_393,1
ID_394,1
ID_395,1
ID_396,2
ID_397,1
ID_398,1
ID_399,1
ID_400,1
ID_401,2
ID_402,1
ID_403,1
ID_404,2
ID_405,1
ID_406,1
ID_407,2
ID_408,1
ID_409,1
ID_410,1
ID_411,1
ID_412,2
ID_413,1
ID_414,2
ID_415,2
ID_416,1
ID_417,1
ID_418,2
ID_419,1
ID_420,1
ID_421,1
ID_422,2
ID_423,1
ID_424,2
ID_425,1
ID_426,1
ID_427,2
ID_428,1
ID_429,2
ID_430,1
ID_431,1
ID_432,2
ID_433,1
ID_434,2
ID_435,2
ID_436,2
ID_437,1
ID_438,1
ID_439,1
ID_440,1
ID_441,1
ID_442,1
ID_443,1
ID_444,1
ID_445,2
ID_446,2
ID_447,1
ID_448,1
ID_449,1
ID_450,1
ID_451,1
ID_452,1
ID_453,1
ID_454,1
ID_455,2
ID_456,1
ID_457,2
ID_458,2
ID_459,1
ID_460,1
ID_461,1
ID_462,1
ID_463,1
ID_464,1
ID_465,2
ID_466,2
ID_467,2
ID_468,2
ID_469,1
ID_470,1
ID_471,1
ID_472,2
ID_473,2
ID_474,2
ID_475,2
ID_476,2
ID_477,1
ID_478,1
ID_479,1
ID_480,1
ID_481,2
ID_482,1
ID_483,1
ID_484,2
ID_485,1
ID_486,1
ID_487,1
ID_488,1
ID_489,2
ID_490,2
ID_491,1
ID_492,2
ID_493,1
ID_494,2
ID_495,1
ID_496,2
ID_497,1
ID_498,1
ID_499,1
ID_500,1
ID_501,1
ID_502,1
ID_503,1
ID_504,1
ID_505,1
ID_506,1
ID_507,1
ID_508,1
ID_509,1
ID_510,1
ID_511,2
ID_512,1
ID_513,2
ID_514,1
ID_515,1
ID_516,1
ID_517,1
ID_518,1
ID_519,1
ID_520,1
ID_521,1
ID_522,1
ID_523,1
ID_524,1
ID_525,2
ID_526,2
ID_527,1
ID_528,1
ID_529,1
ID_530,1
ID_531,2
ID_532,1
ID_533,2
ID_534,1
ID_535,2
ID_536,1
ID_537,1
ID_538,1
ID_539,1
ID_540,2
ID_541,2
ID_542,2
ID_543,2
ID_544,1
ID_545,1
ID_546,2
ID_547,1
ID_548,1
ID_549,1
ID_550,1
ID_551,1
ID_552,2
ID_553,1
ID_554,1
ID_555,1
ID_556,1
ID_557,1
ID_558,1
ID_559,1
ID_560,1
ID_561,1
ID_562,1
ID_563,1
ID_564,1
ID_565,2
ID_566,1
ID_567,2
ID_568,1
ID_569,1
ID_570,1
ID_571,1
ID_572,1
ID_573,1
ID_574,1
ID_575,1
ID_576,1
ID_577,1
ID_578,1
ID_579,2
ID_580,1
ID_581,1
ID_582,1
ID_583,2
ID_584,1
ID_585,1
ID_586,1
ID_587,1
ID_588,1
ID_589,1
ID_590,1
ID_591,1
ID_592,2
ID_593,1
ID_594,1
ID_595,1
ID_596,2
ID_597,1
ID_598,1
ID_599,2
ID_600,1
ID_601,2
ID_602,1
ID_603,1
ID_604,1
ID_605,1
ID_606,1
ID_607,1
ID_608,2
ID_609,1
ID_610,1
ID_611,1
ID_612,2
ID_613,2
ID_614,1
ID_615,1
ID_616,2
ID_617,2
ID_618,2
ID_619,1
ID_620,2
ID_621,1
ID_622,1
ID_623,1
ID_624,1
ID_625,2
ID_626,2
ID_627,1
ID_628,2
ID_629,2
ID_630,1
ID_631,1
ID_632,1
ID_633,1
ID_634,1
ID_635,1
ID_636,1
ID_637,1
ID_638,1
ID_639,1
ID_640,2
ID_641,2
ID_642,1
ID_643,2
ID_644,1
ID_645,1
ID_646,1
ID_647,1
ID_648,1
ID_649,1
ID_650,1
ID_651,1
ID_652,1
ID_653,2
ID_654,1
ID_655,1
ID_656,1
ID_657,1
ID_658,1
ID_659,2
ID_660,1
ID_661,1
ID_662,2
ID_663,1
ID_664,1
ID_665,1
ID_666,2
ID_667,1
ID_668,1
ID_669,1
ID_670,2
ID_671,1
ID_672,1
ID_673,1
ID_674,1
ID_675,1
ID_676,1
ID_677,1
ID_678,1
ID_679,1
ID_680,1
ID_681,1
ID_682,1
ID_683,1
ID_684,2
ID_685,2
ID_686,1
ID_687,2
ID_688,1
ID_689,2
ID_690,2
ID_691,2
ID_692,2
ID_693,2
ID_694,2
ID_695,1
ID_696,2
ID_697,1
ID_698,2
ID_699,2
ID_700,1
ID_701,1
ID_702,1
ID_703,1
ID_704,1
ID_705,1
ID_706,2
ID_707,1
ID_708,2
ID_709,2
ID_710,1
ID_711,1
ID_712,1
ID_713,1
ID_714,1
ID_715,2
ID_716,2
ID_717,1
ID_718,1
ID_719,1
ID_720,1
ID_721,1
ID_722,1
ID_723,1
ID_724,2
ID_725,1
ID_726,1
ID_727,1
ID_728,1
ID_729,2
ID_730,1
ID_731,1
ID_732,1
ID_733,1
ID_734,2
ID_735,1
ID_736,1
ID_737,2
ID_738,1
ID_739,1
ID_740,1
ID_741,1
ID_742,1
ID_743,1
ID_744,1
ID_745,1
ID_746,1
ID_747,1
ID_748,1
ID_749,1
ID_750,1
ID_751,1
ID_752,1
ID_753,1
ID_754,1
ID_755,1
ID_756,1
ID_757,1
ID_758,1
ID_759,1
ID_760,1
ID_761,1
ID_762,1
ID_763,1
ID_764,1
ID_765,1
ID_766,2
ID_767,1
ID_768,1
ID_769,2
ID_770,1
ID_771,1
ID_772,1
ID_773,2
ID_774,1
ID_775,1
ID_776,1
ID_777,2
ID_778,2
ID_779,1
ID_780,1
ID_781,1
ID_782,2
ID_783,1
ID_784,1
ID_785,1
ID_786,2
ID_787,2
ID_788,2
ID_789,1
ID_790,1
ID_791,1
ID_792,1
ID_793,1
ID_794,1
ID_795,1
ID_796,2
ID_797,1
ID_798,1
ID_799,2
ID_800,2
ID_801,1
ID_802,2
ID_803,1
ID_804,1
ID_805,1
ID_806,1
ID_807,2
ID_808,1
ID_809,1
ID_810,1
ID_811,1
ID_812,2
ID_813,1
ID_814,2
ID_815,1
ID_816,1
ID_817,1
ID_818,1
ID_819,1
ID_820,2
ID_821,1
ID_822,2
ID_823,1
ID_824,2
ID_825,1
ID_826,1
ID_827,1
ID_828,1
ID_829,1
ID_830,1
ID_831,1
ID_832,1
ID_833,1
ID_834,1
ID_835,1
ID_836,2
ID_837,2
ID_838,2
ID_839,1
ID_840,1
ID_841,1
ID_842,2
ID_843,1
ID_844,1
ID_845,1
ID_846,1
ID_847,1
ID_848,2
ID_849,2
ID_850,1
ID_851,1
ID_852,1
ID_853,1
ID_854,1
ID_855,2
ID_856,1
ID_857,1
ID_858,1
ID_859,2
ID_860,2
ID_861,1
ID_862,1
ID_863,1
ID_864,1
ID_865,2
ID_866,1
ID_867,2
ID_868,1
ID_869,1
ID_870,1
ID_871,2
ID_872,1
ID_873,1
ID_874,1
ID_875,2
ID_876,1
ID_877,2
ID_878,1
ID_879,1
ID_880,1
ID_881,2
ID_882,1
ID_883,2
ID_884,2
ID_885,1
ID_886,1
ID_887,2
ID_888,1
ID_889,2
ID_890,1
ID_891,1
ID_892,1
ID_893,1
ID_894,1
ID_895,1
ID_896,2
ID_897,2
ID_898,1
ID_899,2
ID_900,2
ID_901,1
ID_902,1
ID_903,2
ID_904,1
ID_905,1
ID_906,1
ID_907,2
ID_908,1
ID_909,2
ID_910,2
ID_911,2
ID_912,2
ID_913,2
ID_914,1
ID_915,1
ID_916,1
ID_917,2
ID_918,1
ID_919,1
ID_920,1
ID_921,1
ID_922,1
ID_923,1
ID_924,1
ID_925,1
ID_926,2
ID_927,1
ID_928,2
ID_929,1
ID_930,1
ID_931,1
ID_932,1
ID_933,2
ID_934,1
ID_935,1
ID_936,1
ID_937,1
ID_938,1
ID_939,2
ID_940,1
ID_941,1
ID_942,1
ID_943,2
ID_944,1
ID_945,2
ID_946,2
ID_947,2
ID_948,2
ID_949,2
ID_950,2
ID_951,2
ID_952,1
ID_953,1
ID_954,1
ID_955,2
ID_956,1
ID_957,2
ID_958,2
ID_959,1
ID_960,1
ID_961,2
ID_962,1
ID_963,2
ID_964,1
ID_965,1
ID_966,1
ID_967,2
ID_968,1
ID_969,1
ID_970,2
ID_971,1
ID_972,1
ID_973,1
ID_974,1
ID_975,1
ID_976,1
ID_977,1
ID_978,1
ID_979,2
ID_980,1
ID_981,1
ID_982,1
ID_983,1
ID_984,2
ID_985,1
ID_986,1
ID_987,2
ID_988,1
ID_989,1
ID_990,2
ID_991,1
ID_992,1
ID_993,1
ID_994,1
ID_995,2
ID_996,1
ID_997,2
ID_998,2
ID_999,1
ID_1000,1
ID_1001,2
ID_1002,1
ID_1003,1
ID_1004,1
ID_1005,2
ID_1006,1
ID_1007,2
ID_1008,1
ID_1009,1
ID_1010,2
ID_1011,1
ID_1012,2
ID_1013,1
ID_1014,1
ID_1015,2
ID_1016,1
ID_1017,2
ID_1018,2
ID_1019,2
ID_1020,1
ID_1021,1
ID_1022,1
ID_1023,1
ID_1024,1
ID_1025,1
ID_1026,1
ID_1027,1
ID_1028,2
ID_1029,2
ID_1030,1
ID_1031,1
ID_1032,1
ID_1033,1
ID_1034,1
ID_1035,1
ID_1036,1
ID_1037,1
ID_1038,2
ID_1039,1
ID_1040,2
ID_1041,2
ID_1042,1
ID_1043,1
ID_1044,1
ID_1045,1
ID_1046,1
ID_1047,1
ID_1048,2
ID_1049,2
ID_1050,2
ID_1051,2
ID_1052,1
ID_1053,1
ID_1054,1
ID_1055,2
ID_1056,2
ID_1057,2
ID_1058,2
ID_1059,2
ID_1060,1
ID_1061,1
ID_1062,1
ID_1063,1
ID_1064,2
ID_1065,1
ID_1066,1
ID_1067,2
ID_1068,1
ID_1069,1
ID_1070,1
ID_1071,1
ID_1072,2
ID_1073,2
ID_1074,1
ID_1075,2
ID_1076,1
ID_1077,2
ID_1078,1
ID_1079,2
ID_1080,1
ID_1081,1
ID_1082,1
ID_1083,1
ID_1084,1
ID_1085,1
ID_1086,1
ID_1087,1
ID_1088,1
ID_1089,1
ID_1090,1
ID_1091,1
ID_1092,1
ID_1093,1
ID_1094,2
ID_1095,1
ID_1096,2
ID_1097,1
ID_1098,1
ID_1099,1
ID_1100,1
ID_1101,1
ID_1102,1
ID_1103,1
ID_1104,1
ID_1105,1
ID_1106,1
ID_1107,1
ID_1108,2
ID_1109,2
ID_1110,1
ID_1111,1
ID_1112,1
ID_1113,1
ID_1114,2
ID_1115,1
ID_1116,2
ID_1117,1
ID_1118,2
ID_1119,1
ID_1120,1
ID_1121,1
ID_1122,1
ID_1123,2
ID_1124,2
ID_1125,2
ID_1126,2
ID_1127,1
ID_1128,1
ID_1129,2
ID_1130,1
ID_1131,1
ID_1132,1
ID_1133,1
ID_1134,1
ID_1135,2
ID_1136,1
ID_1137,1
ID_1138,1
ID_1139,1
ID_1140,1
ID_1141,1
ID_1142,1
ID_1143,1
ID_1144,1
ID_1145,1
ID_1146,1
ID_1147,1
ID_1148,2
ID_1149,1
ID_1150,2
ID_1151,1
ID_1152,1
ID_1153,1
ID_1154,1
ID_1155,1
ID_1156,1
ID_1157,1
ID_1158,1
ID_1159,1
ID_1160,1
ID_1161,1
ID_1162,2
ID_1163,1
ID_1164,1
ID_1165,1
ID_1166,2
ID_1167,1
ID_1168,1
ID_1169,1
ID_1170,1
ID_1171,1
ID_1172,1
ID_1173,1
ID_1174,1
ID_1175,2
ID_1176,1
ID_1177,1
ID_1178,1
ID_1179,2
ID_1180,1
ID_1181,1
ID_1182,2
ID_1183,1
ID_1184,2
ID_1185,1
ID_1186,1
ID_1187,1
ID_1188,1
ID_1189,1
ID_1190,1
ID_1191,2
ID_1192,1
ID_1193,1
ID_1194,1
ID_1195,2
ID_1196,2
ID_1197,1
ID_1198,1
ID_1199,2
ID_1200,2
ID_1201,2
ID_1202,1
ID_1203,2
ID_1204,1
ID_1205,1
ID_1206,1
ID_1207,1
ID_1208,2
ID_1209,2
ID_1210,1
ID_1211,2
ID_1212,2
ID_1213,1
ID_1214,1
ID_1215,1
ID_1216,1
ID_1217,1
ID_1218,1
ID_1219,1
ID_1220,1
ID_1221,1
ID_1222,1
ID_1223,2
ID_1224,2
ID_1225,1
ID_1226,2
ID_1227,1
ID_1228,1
ID_1229,1
ID_1230,1
ID_1231,1
ID_1232,1
ID_1233,1
ID_1234,1
ID_1235,1
ID_1236,2
ID_1237,1
ID_1238,1
ID_1239,1
ID_1240,1
ID_1241,1
ID_1242,2
ID_1243,1
ID_1244,1
ID_1245,2
ID_1246,1
ID_1247,1
ID_1248,1
ID_1249,2
ID_1250,1
ID_1251,1
ID_1252,1
ID_1253,2
ID_1254,1
ID_1255,1
ID_1256,1
ID_1257,1
ID_1258,1
ID_1259,1
ID_1260,1
ID_1261,1
ID_1262,1
ID_1263,1
ID_1264,1
ID_1265,1
ID_1266,1
ID_1267,2
ID_1268,2
ID_1269,1
ID_1270,2
ID_1271,1
ID_1272,2
ID_1273,2
ID_1274,2
ID_1275,2
ID_1276,2
ID_1277,2
ID_1278,1
ID_1279,2
ID_1280,1
ID_1281,2
ID_1282,2
ID_1283,1
ID_1284,1
ID_1285,1
ID_1286,1
ID_1287,1
ID_1288,1
ID_1289,2
ID_1290,1
ID_1291,2
ID_1292,2
ID_1293,1
ID_1294,1
ID_1295,1
ID_1296,1
ID_1297,1
ID_1298,2
ID_1299,2
ID_1300,1
ID_1301,1
ID_1302,1
ID_1303,1
ID_1304,1
ID_1305,1
ID_1306,1
ID_1307,2
ID_1308,1
ID_1309,1
ID_1310,1
ID_1311,1
ID_1312,2
ID_1313,1
ID_1314,1
ID_1315,1
ID_1316,1
ID_1317,2
ID_1318,1
ID_1319,1
ID_1320,2
ID_1321,1
ID_1322,1
ID_1323,1
ID_1324,1
ID_1325,1
ID_1326,1
ID_1327,1
ID_1328,1
ID_1329,1
ID_1330,1
ID_1331,1
ID_1332,1
ID_1333,1
ID_1334,1
ID_1335,1
ID_1336,1
ID_1337,1
ID_1338,1
ID_1339,1
ID_1340,1
ID_1341,1
ID_1342,1
ID_1343,1
ID_1344,1
ID_1345,1
ID_1346,1
ID_1347,1
ID_1348,1
ID_1349,2
ID_1350,1
ID_1351,1
ID_1352,2
ID_1353,1
ID_1354,1
ID_1355,1
ID_1356,2
ID_1357,1
ID_1358,1
ID_1359,1
ID_1360,2
ID_1361,2
ID_1362,1
ID_1363,1
ID_1364,1
ID_1365,2
ID_1366,1
ID_1367,1
ID_1368,1
ID_1369,2
ID_1370,2
ID_1371,2
ID_1372,1
ID_1373,1
ID_1374,1
ID_1375,1
ID_1376,1
ID_1377,1
ID_1378,1
ID_1379,2
ID_1380,1
ID_1381,1
ID_1382,2
ID_1383,2
ID_1384,1
ID_1385,2
ID_1386,1
ID_1387,1
ID_1388,1
ID_1389,1
ID_1390,2
ID_1391,1
ID_1392,1
ID_1393,1
ID_1394,1
ID_1395,2
ID_1396,1
ID_1397,2
ID_1398,1
ID_1399,1
ID_1400,1
ID_1401,1
ID_1402,1
ID_1403,2
ID_1404,1
ID_1405,2
ID_1406,1
ID_1407,2
ID_1408,1
ID_1409,1
ID_1410,1
ID_1411,1
ID_1412,1
ID_1413,1
ID_1414,1
ID_1415,1
ID_1416,1
ID_1417,1
ID_1418,1
ID_1419,2
ID_1420,2
ID_1421,2
ID_1422,1
ID_1423,1
ID_1424,1
ID_1425,2
ID_1426,1
ID_1427,1
ID_1428,1
ID_1429,1
ID_1430,1
ID_1431,2
ID_1432,2
ID_1433,1
ID_1434,1
ID_1435,1
ID_1436,1
ID_1437,1
ID_1438,2
ID_1439,1
ID_1440,1
ID_1441,1
ID_1442,2
ID_1443,2
ID_1444,1
ID_1445,1
ID_1446,1
ID_1447,1
ID_1448,2
ID_1449,1
ID_1450,2
ID_1451,1
ID_1452,1
ID_1453,1
ID_1454,2
ID_1455,1
ID_1456,1
ID_1457,1
ID_1458,2
ID_1459,1
ID_1460,2
ID_1461,1
ID_1462,1
ID_1463,1
ID_1464,2
ID_1465,1
ID_1466,2
ID_1467,2
ID_1468,1
ID_1469,1
ID_1470,2
ID_1471,1
ID_1472,2
ID_1473,1
ID_1474,1
ID_1475,1
ID_1476,1
ID_1477,1
ID_1478,1
ID_1479,2
ID_1480,2
ID_1481,1
ID_1482,2
ID_1483,2
ID_1484,1
ID_1485,1
ID_1486,2
ID_1487,1
ID_1488,1
ID_1489,1
ID_1490,2
ID_1491,1
ID_1492,2
ID_1493,2
ID_1494,2
ID_1495,2
ID_1496,2
ID_1497,1
ID_1498,1
ID_1499,1
ID_1500,2
ID_1501,1
ID_1502,1
ID_1503,1
ID_1504,1
ID_1505,1
ID_1506,1
ID_1507,1
ID_1508,1
ID_1509,2
ID_1510,1
ID_1511,2
ID_1512,1
ID_1513,1
ID_1514,1
ID_1515,1
ID_1516,2
ID_1517,1
ID_1518,1
ID_1519,1
ID_1520,1
ID_1521,1
ID_1522,2
ID_1523,1
ID_1524,1
ID_1525,1
ID_1526,2
ID_1527,1
ID_1528,2
ID_1529,2
ID_1530,2
ID_1531,2
ID_1532,2
ID_1533,2
ID_1534,2
ID_1535,1
ID_1536,1
ID_1537,1
ID_1538,2
ID_1539,1
ID_1540,2
ID_1541,2
ID_1542,1
ID_1543,1
ID_1544,2
ID_1545,1
ID_1546,2
ID_1547,1
ID_1548,1
ID_1549,1
ID_1550,2
ID_1551,1
ID_1552,1
ID_1553,2
ID_1554,1
ID_1555,1
ID_1556,1
ID_1557,1
ID_1558,1
ID_1559,1
ID_1560,1
ID_1561,1
ID_1562,2
ID_1563,1
ID_1564,1
ID_1565,1
ID_1566,1
ID_1567,2
ID_1568,1
ID_1569,1
ID_1570,2
ID_1571,1
ID_1572,1
ID_1573,2
ID_1574,1
ID_1575,1
ID_1576,1
ID_1577,1
ID_1578,2
ID_1579,1
ID_1580,2
ID_1581,2
ID_1582,1
ID_1583,1
ID_1584,2
ID_1585,1
ID_1586,1
ID_1587,1
ID_1588,2
ID_1589,1
ID_1590,2
ID_1591,1
ID_1592,1
ID_1593,2
ID_1594,1
ID_1595,2
ID_1596,1
ID_1597,1
ID_1598,2
ID_1599,1
ID_1600,2
ID_1601,2
ID_1602,2
ID_1603,1
ID_1604,1
ID_1605,1
ID_1606,1
ID_1607,1
ID_1608,1
ID_1609,1
ID_1610,1
ID_1611,2
ID_1612,2
ID_1613,1
ID_1614,1
ID_1615,1
ID_1616,1
ID_1617,1
ID_1618,1
ID_1619,1
ID_1620,1
ID_1621,2
ID_1622,1
ID_1623,2
ID_1624,2
ID_1625,1
ID_1626,1
ID_1627,1
ID_1628,1
ID_1629,1
ID_1630,1
ID_1631,2
ID_1632,2
ID_1633,2
ID_1634,2
ID_1635,1
ID_1636,1
ID_1637,1
ID_1638,2
ID_1639,2
ID_1640,2
ID_1641,2
ID_1642,2
ID_1643,1
ID_1644,1
ID_1645,1
ID_1646,1
ID_1647,2
ID_1648,1
ID_1649,1
ID_1650,2
ID_1651,1
ID_1652,1
ID_1653,1
ID_1654,1
ID_1655,2
ID_1656,2
ID_1657,1
ID_1658,2
ID_1659,1
ID_1660,2
ID_1661,1
ID_1662,2
ID_1663,1
ID_1664,1
ID_1665,1
ID_1666,1
ID_1667,1
ID_1668,1
ID_1669,1
ID_1670,1
ID_1671,1
ID_1672,1
ID_1673,1
ID_1674,1
ID_1675,1
ID_1676,1
ID_1677,2
ID_1678,1
ID_1679,2
ID_1680,1
ID_1681,1
ID_1682,1
ID_1683,1
ID_1684,1
ID_1685,1
ID_1686,1
ID_1687,1
ID_1688,1
ID_1689,1
ID_1690,1
ID_1691,2
ID_1692,2
ID_1693,1
ID_1694,1
ID_1695,1
ID_1696,1
ID_1697,2
ID_1698,1
ID_1699,2
ID_1700,1
ID_1701,2
ID_1702,1
ID_1703,1
ID_1704,1
ID_1705,1
ID_1706,2
ID_1707,2
ID_1708,2
ID_1709,2
ID_1710,1
ID_1711,1
ID_1712,2
ID_1713,1
ID_1714,1
ID_1715,1
ID_1716,1
ID_1717,1
ID_1718,2
ID_1719,1
ID_1720,1
ID_1721,1
ID_1722,1
ID_1723,1
ID_1724,1
ID_1725,1
ID_1726,1
ID_1727,1
ID_1728,1
ID_1729,1
ID_1730,1
ID_1731,2
ID_1732,1
ID_1733,2
ID_1734,1
ID_1735,1
ID_1736,1
ID_1737,1
ID_1738,1
ID_1739,1
ID_1740,1
ID_1741,1
ID_1742,1
ID_1743,1
ID_1744,1
ID_1745,2
ID_1746,1
ID_1747,1
ID_1748,1
ID_1749,2
ID_1750,1
ID_1751,1
ID_1752,1
ID_1753,1
ID_1754,1
ID_1755,1
ID_1756,1
ID_1757,1
ID_1758,2
ID_1759,1
ID_1760,1
ID_1761,1
ID_1762,2
ID_1763,1
ID_1764,1
ID_1765,2
ID_1766,1
ID_1767,2
ID_1768,1
ID_1769,1
ID_1770,1
ID_1771,1
ID_1772,1
ID_1773,1
ID_1774,2
ID_1775,1
ID_1776,1
ID_1777,1
ID_1778,2
ID_1779,2
ID_1780,1
ID_1781,1
ID_1782,2
ID_1783,2
ID_1784,2
ID_1785,1
ID_1786,2
ID_1787,1
ID_1788,1
ID_1789,1
ID_1790,1
ID_1791,2
ID_1792,2
ID_1793,1
ID_1794,2
ID_1795,2
ID_1796,1
ID_1797,1
ID_1798,1
ID_1799,1
ID_1800,1
ID_1801,1
ID_1802,1
ID_1803,1
ID_1804,1
ID_1805,1
ID_1806,2
ID_1807,2
ID_1808,1
ID_1809,2
ID_1810,1
ID_1811,1
ID_1812,1
ID_1813,1
ID_1814,1
ID_1815,1
ID_1816,1
ID_1817,1
ID_1818,1
ID_1819,2
ID_1820,1
ID_1821,1
ID_1822,1
ID_1823,1
ID_1824,1
ID_1825,2
ID_1826,1
ID_1827,1
ID_1828,2
ID_1829,1
ID_1830,1
ID_1831,1
ID_1832,2
ID_1833,1
ID_1834,1
ID_1835,1
ID_1836,2
ID_1837,1
ID_1838,1
ID_1839,1
ID_1840,1
ID_1841,1
ID_1842,1
ID_1843,1
ID_1844,1
ID_1845,1
ID_1846,1
ID_1847,1
ID_1848,1
ID_1849,1
ID_1850,2
ID_1851,2
ID_1852,1
ID_1853,2
ID_1854,1
ID_1855,2
ID_1856,2
ID_1857,2
ID_1858,2
ID_1859,2
ID_1860,2
ID_1861,1
ID_1862,2
ID_1863,1
ID_1864,2
ID_1865,2
ID_1866,1
ID_1867,1
ID_1868,1
ID_1869,1
ID_1870,1
ID_1871,1
ID_1872,2
ID_1873,1
